person_income,loan_int_rate,loan_amnt
9.574983485564092,14.59,68.92024376045111
10.778956289890028,11.49,74.16198487095663
10.308952660644293,9.99,109.43034314119645
11.225243392518447,12.73,134.16407864998737
11.002099841204238,5.99,68.92024376045111
10.915088464214607,11.58,118.32159566199232
10.819778284410283,13.99,126.49110640673517
12.323855681186558,10.99,155.72411502397438
10.373491181781864,6.17,120.41594578792295
11.195471234184778,10.62,47.958315233127195
10.936814374505609,16.29,109.54451150103323
11.180078648564056,13.17,86.60254037844386
9.392661928770137,10.99,63.245553203367585
11.267024926533402,14.27,122.47448713915891
10.588829350196415,13.57,114.0175425099138
10.532096211958502,7.66,48.98979485566356
11.362149085781919,10.74,44.721359549995796
9.980448593672257,6.99,84.40971508067067
10.87804719253426,6.62,77.45966692414834
12.563313429351322,15.33,158.11388300841898
10.915088464214607,7.4,44.721359549995796
10.793146793409365,13.99,109.54451150103323
10.59653472809574,9.63,109.54451150103323
10.181119289134408,8.9,77.45966692414834
11.350406535472453,13.92,144.9137674618944
10.128229825214035,5.79,70.71067811865476
11.002099841204238,8.59,60.0
10.616437360392252,12.61,56.568542494923804
11.84939770159144,12.53,155.72411502397438
10.491274217438248,6.03,109.54451150103323
10.275051108968611,16.29,69.2820323027551
11.472103470449973,11.83,70.71067811865476
11.002099841204238,7.29,70.71067811865476
11.608235644774552,10.99,94.86832980505137
11.73610101577245,7.51,77.45966692414834
10.968129321633084,8.59,77.45966692414834
11.251560700835821,11.14,126.49110640673517
11.512925464970229,7.49,63.245553203367585
11.289781913656018,8.59,77.45966692414834
11.144813943403413,12.18,100.0
10.085809109330082,12.61,70.71067811865476
11.3290026268093,7.49,63.245553203367585
10.915088464214607,10.99,100.0
11.062724463020672,10.99,187.08286933869707
9.998797732340453,6.62,76.64854858377946
12.100712129872347,12.99,109.54451150103323
10.373491181781864,11.71,100.0
11.608235644774552,11.49,158.11388300841898
10.571316925111784,13.99,54.772255750516614
11.263874188114833,16.77,107.47092630102338
11.082142548877775,13.72,122.47448713915891
10.442784008277814,10.99,109.54451150103323
11.635143097694478,10.99,56.568542494923804
11.884489021402711,11.71,100.0
11.184421397998193,11.49,142.828568570857
10.545341438708522,7.88,80.0
10.596634733096073,6.76,31.622776601683793
11.77528972943772,12.69,114.0175425099138
10.915088464214607,7.88,50.0
11.002099841204238,7.88,83.66600265340756
11.097410021008562,6.62,118.32159566199232
10.275051108968611,15.23,70.71067811865476
9.392661928770137,11.89,44.721359549995796
11.03488966402723,17.49,74.16198487095663
11.127262984158243,13.47,122.47448713915891
11.26446410567173,5.79,109.54451150103323
10.126631103850338,11.71,63.245553203367585
12.100712129872347,6.03,118.32159566199232
10.968198289528557,11.99,107.70329614269008
10.308952660644293,13.48,70.71067811865476
11.156250521031495,12.18,109.54451150103323
10.643041105910228,12.84,126.49110640673517
11.089805421623343,12.84,89.44271909999159
11.918390573078392,6.99,83.66600265340756
11.512925464970229,12.42,70.71067811865476
10.691944912900398,5.42,31.622776601683793
10.744925419508215,13.47,122.47448713915891
11.156250521031495,7.74,83.66600265340756
10.645424897265505,14.27,83.66600265340756
10.933910218455196,14.96,155.72411502397438
11.089744351056284,10.37,115.10864433221339
10.905955980651335,10.59,86.60254037844386
9.903487552536127,12.53,50.0
11.429543856031177,11.12,122.47448713915891
10.915088464214607,13.85,89.44271909999159
11.649203083262776,13.06,100.0
10.102912017229745,6.91,70.71067811865476
10.915015734297125,10.37,100.0
11.082142548877775,10.99,158.11388300841898
10.933106969717286,13.35,94.86832980505137
12.013700752882718,9.2,100.0
10.915088464214607,11.66,118.32159566199232
11.082142548877775,14.17,97.97958971132712
11.55923636783348,11.99,138.5640646055102
11.661345470088502,15.33,146.6287829861518
10.491274217438248,9.63,109.54451150103323
10.915015734297125,10.83,137.84048752090223
11.170435156023453,5.79,92.19544457292888
10.984394014085305,6.03,67.08203932499369
10.896739325546411,17.99,126.49110640673517
10.915088464214607,11.99,82.46211251235322
10.491274217438248,16.77,122.47448713915891
11.079060882340366,10.99,74.83314773547883
10.46310334047155,10.99,89.44271909999159
10.23981692180943,10.99,54.772255750516614
11.225243392518447,11.34,123.4908903522847
11.112447898373103,7.49,74.83314773547883
10.467152275317837,11.11,89.44271909999159
11.147065611454423,19.79,148.32396974191326
10.596634733096073,15.58,34.64101615137755
11.289781913656018,11.12,100.0
11.350406535472453,13.85,97.97958971132712
10.691944912900398,7.29,104.88088481701516
10.839580911706463,11.83,100.0
10.737352740034952,10.99,70.71067811865476
11.362102575235644,5.99,124.89995996796796
10.714417768752456,13.47,89.44271909999159
10.034515814942532,13.06,40.0
10.691944912900398,8.7,63.245553203367585
11.512925464970229,14.26,100.0
9.574983485564092,13.49,43.30127018922193
11.225243392518447,6.62,100.0
10.896739325546411,13.23,70.71067811865476
10.819778284410283,9.91,64.8074069840786
10.46310334047155,14.27,89.44271909999159
10.915088464214607,7.51,86.60254037844386
10.491274217438248,13.99,34.64101615137755
10.714417768752456,10.59,101.4889156509222
10.691944912900398,8.0,44.721359549995796
10.268130666124037,17.04,77.45966692414834
10.510722751549745,16.32,96.17692030835673
11.695247021764184,17.74,141.4213562373095
10.012162569161784,5.42,73.48469228349535
11.089744351056284,10.37,115.10864433221339
10.085809109330082,14.72,70.71067811865476
10.957938945418467,11.99,69.2820323027551
11.407564949312402,7.9,141.4213562373095
11.289781913656018,11.22,70.71067811865476
10.417747273036401,11.66,50.0
11.28983191240606,15.2,100.0
11.472103470449973,11.99,109.54451150103323
12.206072645530174,11.48,141.4213562373095
11.26446410567173,12.87,114.0175425099138
10.668955394675699,12.99,63.245553203367585
10.881813675329736,13.49,31.622776601683793
11.48246625748552,9.91,109.54451150103323
9.862665558015873,7.14,77.45966692414834
10.422281345951296,9.91,109.54451150103323
10.968198289528557,10.65,78.74007874011811
11.289781913656018,10.99,104.88088481701516
10.81069717567409,12.84,52.91502622129181
11.608235644774552,10.74,109.54451150103323
10.126631103850338,9.32,74.16198487095663
10.799575577092764,14.96,69.2820323027551
10.916360382256528,8.49,94.86832980505137
10.085809109330082,6.92,70.71067811865476
11.350406535472453,11.34,126.49110640673517
10.596634733096073,10.99,44.721359549995796
11.231887935237117,7.9,94.86832980505137
11.918963742118963,6.54,109.54451150103323
11.695247021764184,7.51,109.54451150103323
11.84939770159144,10.99,112.24972160321825
10.826972344990523,12.73,109.54451150103323
9.903487552536127,9.76,128.84098726725125
11.48246625748552,11.71,118.32159566199232
12.206072645530174,9.63,88.31760866327846
11.429543856031177,18.3,156.52475842498527
9.862665558015873,15.33,70.71067811865476
10.645424897265505,10.2,42.42640687119285
11.835008964139341,15.65,154.91933384829667
11.407564949312402,13.49,94.86832980505137
11.156250521031495,6.99,118.32159566199232
10.851276951469654,15.28,110.45361017187261
10.718675359005099,10.74,108.16653826391968
12.03736992989421,8.94,111.80339887498948
11.03488966402723,15.27,44.721359549995796
10.505067539570582,13.61,77.45966692414834
10.308952660644293,11.99,62.44997998398398
11.002099841204238,7.9,141.4213562373095
11.77528972943772,10.62,141.4213562373095
10.38591370178042,11.22,94.86832980505137
10.819858281210454,15.58,118.32159566199232
12.00395646140804,18.39,100.0
10.85892207152791,8.49,134.16407864998737
11.082204085445898,5.99,38.72983346207417
10.645424897265505,8.59,91.92388155425118
11.918390573078392,7.74,93.54143466934853
11.976659481202368,11.86,122.47448713915891
9.980448593672257,10.62,63.245553203367585
10.985292722887856,14.22,70.71067811865476
11.156250521031495,14.88,141.4213562373095
10.819778284410283,14.26,97.97958971132712
10.043249494911286,9.63,76.81145747868608
10.778956289890028,12.99,77.45966692414834
10.46310334047155,13.61,63.245553203367585
10.44592811567137,15.05,86.60254037844386
10.60905725309463,9.63,80.62257748298549
10.778956289890028,7.14,70.71067811865476
10.46310334047155,7.88,70.71067811865476
11.05089000537367,7.29,94.33981132056604
11.461632170582678,9.91,100.0
11.225243392518447,10.28,56.568542494923804
10.819778284410283,5.99,158.11388300841898
11.407564949312402,10.99,89.44271909999159
10.819778284410283,9.88,100.0
10.586584397242571,11.71,100.0
10.308952660644293,14.22,44.721359549995796
11.018629143155449,10.39,77.45966692414834
10.491274217438248,9.32,89.44271909999159
9.9349862195955,12.68,50.0
11.350406535472453,10.0,77.45966692414834
10.915088464214607,10.65,79.52986860293433
10.714417768752456,12.53,129.42179105544784
9.685331542732957,16.29,54.772255750516614
10.364071959865372,11.71,84.8528137423857
10.46310334047155,8.9,109.54451150103323
10.596634733096073,7.29,63.245553203367585
11.76756768334381,11.49,94.86832980505137
11.571194373094205,12.98,70.71067811865476
10.968129321633084,11.12,89.44271909999159
11.225243392518447,5.79,94.86832980505137
11.440354772135393,9.99,158.11388300841898
11.002099841204238,10.99,100.0
11.472103470449973,17.93,63.245553203367585
10.920799398469011,10.74,122.47448713915891
11.002099841204238,13.99,122.47448713915891
10.759008652080333,10.99,145.7737973711325
11.695247021764184,9.88,77.45966692414834
10.85892207152791,7.14,100.0
11.041320554357519,7.49,48.98979485566356
10.560178196085458,18.39,48.98979485566356
11.020267145159687,17.49,158.11388300841898
11.177452728682098,13.57,100.0
11.736069016284437,12.72,126.39224659764538
11.112447898373103,14.96,155.72411502397438
9.621456151593161,5.99,74.16198487095663
10.419300717813158,12.21,45.8257569495584
11.84939770159144,14.59,114.23659658795863
11.097410021008562,5.99,54.772255750516614
11.191341840842766,9.96,100.0
11.156250521031495,7.88,118.32159566199232
10.085809109330082,7.9,49.49747468305833
10.736396675471232,6.76,63.245553203367585
11.002099841204238,5.42,77.45966692414834
11.082142548877775,10.74,100.0
11.225243392518447,11.49,70.71067811865476
10.714417768752456,9.88,100.0
10.645424897265505,8.9,54.772255750516614
11.418614785498987,18.79,148.32396974191326
11.588032937457033,14.65,72.11102550927978
10.738915240352844,11.03,100.0
10.377358693308352,16.77,77.45966692414834
11.184421397998193,5.42,91.6515138991168
10.596634733096073,8.49,70.71067811865476
10.583549493547418,13.79,84.8528137423857
11.002099841204238,7.88,109.54451150103323
10.46310334047155,7.49,61.84658438426491
10.950806546816688,9.88,89.44271909999159
11.002099841204238,15.21,122.47448713915891
10.736396675471232,14.46,77.29812416870153
10.596634733096073,8.9,113.13708498984761
10.896739325546411,10.62,109.54451150103323
8.494538500851432,10.99,37.416573867739416
12.206072645530174,14.96,154.91933384829667
11.643953727376633,10.0,77.45966692414834
11.002099841204238,10.99,77.45966692414834
10.645424897265505,7.66,109.54451150103323
10.308952660644293,8.49,80.62257748298549
11.695247021764184,10.59,60.0
10.555812738575819,9.88,70.71067811865476
11.097410021008562,18.25,122.47448713915891
11.84939770159144,16.29,134.16407864998737
11.156250521031495,13.49,89.44271909999159
11.05089000537367,10.99,56.568542494923804
11.957611286231675,14.27,97.97958971132712
11.198214720130528,7.29,100.0
10.714417768752456,10.99,109.54451150103323
11.365121270201834,13.72,134.16407864998737
10.491274217438248,10.99,77.45966692414834
11.820410164718188,14.72,69.2820323027551
11.608235644774552,7.9,126.49110640673517
11.225243392518447,10.74,80.62257748298549
11.56171562913966,11.99,109.54451150103323
10.491274217438248,13.8,63.245553203367585
10.757902880692196,8.9,92.19544457292888
11.215368125514585,9.99,107.23805294763608
11.472103470449973,11.99,69.2820323027551
9.798127036878302,10.25,89.44271909999159
11.156250521031495,6.99,89.44271909999159
11.495982744239916,11.49,102.10288928331069
11.05089000537367,8.49,41.23105625617661
9.915663128466262,10.99,59.58187643906493
10.239959789157341,5.42,100.0
10.858998997563564,13.85,109.54451150103323
10.275051108968611,13.06,100.0
11.156250521031495,8.49,110.90536506409417
10.203592144986466,12.73,77.45966692414834
10.085809109330082,9.63,74.83314773547883
11.156250521031495,6.03,59.16079783099616
10.596634733096073,12.42,70.71067811865476
11.225243392518447,16.29,89.44271909999159
10.308952660644293,11.14,120.41594578792295
11.002099841204238,13.61,94.86832980505137
10.645424897265505,8.49,109.54451150103323
10.90404590072885,10.99,67.08203932499369
10.415082880004208,10.99,94.86832980505137
11.077516480488992,10.99,109.54451150103323
11.225243392518447,10.99,70.71067811865476
11.512925464970229,12.18,109.54451150103323
10.714417768752456,7.14,63.245553203367585
10.858998997563564,7.51,89.44271909999159
10.555812738575819,15.23,100.0
12.429216196844383,15.23,63.245553203367585
11.097410021008562,7.51,109.54451150103323
10.308952660644293,10.74,110.90536506409417
11.091209016276014,15.99,60.0
10.819778284410283,10.36,54.772255750516614
9.784704016546161,5.42,66.14378277661477
11.225243392518447,12.69,122.47448713915891
10.950806546816688,7.14,94.86832980505137
10.896739325546411,6.39,63.245553203367585
10.357742824813725,13.85,110.67971810589327
10.896739325546411,13.98,63.245553203367585
10.505067539570582,15.05,120.0
10.373491181781864,5.99,89.44271909999159
11.350359475541623,11.48,122.47448713915891
11.101945176173954,15.27,141.4213562373095
11.695247021764184,5.99,100.0
10.4341158035983,8.9,77.45966692414834
10.984936727325564,9.32,70.71067811865476
10.968198289528557,12.42,113.13708498984761
11.156250521031495,16.7,118.32159566199232
11.918390573078392,10.25,158.11388300841898
11.112447898373103,7.9,54.772255750516614
11.407564949312402,10.62,155.72411502397438
11.002099841204238,9.62,109.54451150103323
11.002099841204238,9.88,100.0
10.753638481905739,13.11,109.54451150103323
11.289781913656018,12.69,109.54451150103323
11.05089000537367,13.72,94.86832980505137
11.217211220821182,10.99,109.54451150103323
10.433998149618517,6.99,38.72983346207417
10.981897133886719,9.88,126.49110640673517
11.484968279455602,10.99,130.38404810405297
11.502875129116727,12.99,89.44271909999159
11.487607656985938,10.99,154.91933384829667
11.28983191240606,6.17,77.45966692414834
11.418570828488935,6.17,148.32396974191326
10.880252306651878,13.79,44.721359549995796
10.308952660644293,5.79,86.60254037844386
11.180246026587712,13.8,94.86832980505137
10.933178395737816,12.61,118.32159566199232
11.002099841204238,14.22,70.71067811865476
11.097410021008562,9.63,100.0
11.224843312497107,7.88,77.45966692414834
10.915088464214607,9.91,70.71067811865476
10.543945728315652,7.9,118.32159566199232
10.849337086651827,6.92,122.47448713915891
11.002099841204238,7.49,118.32159566199232
11.225243392518447,13.57,80.62257748298549
10.757902880692196,10.74,38.07886552931954
11.736069016284437,7.49,100.99504938362078
10.799493941107576,15.23,70.71067811865476
10.596634733096073,11.86,158.11388300841898
11.37366339763672,12.41,141.4213562373095
10.491274217438248,7.49,72.80109889280519
9.259130536145614,10.25,31.622776601683793
11.660483029327843,7.88,109.54451150103323
10.085809109330082,10.65,94.20721840708386
10.621327345686446,7.51,63.245553203367585
11.03488966402723,13.47,120.0
10.819778284410283,11.26,92.73618495495704
10.851276951469654,8.94,70.71067811865476
11.512925464970229,8.9,116.1895003862225
10.819778284410283,14.72,110.67971810589327
10.308952660644293,16.45,109.54451150103323
10.4341158035983,13.16,94.86832980505137
11.407564949312402,9.25,59.16079783099616
11.225243392518447,10.75,72.11102550927978
11.918390573078392,6.91,118.32159566199232
11.184421397998193,20.89,134.16407864998737
10.46310334047155,9.99,86.60254037844386
10.775617388624513,12.69,109.54451150103323
11.918390573078392,5.79,100.0
11.461632170582678,7.88,94.86832980505137
10.933106969717286,12.21,100.0
10.778956289890028,13.49,60.0
10.596634733096073,7.88,63.245553203367585
10.896739325546411,9.63,100.0
11.904967552746252,19.42,148.9966442575134
11.018629143155449,7.49,89.44271909999159
10.085809109330082,13.85,88.03408430829505
11.184421397998193,10.99,141.4213562373095
10.308952660644293,10.99,38.72983346207417
10.845835818729572,11.97,70.71067811865476
10.714417768752456,13.49,72.11102550927978
11.225243392518447,6.03,118.32159566199232
10.558413520275876,14.84,70.71067811865476
12.013700752882718,11.49,89.44271909999159
12.211060187041213,11.12,122.47448713915891
11.881726588706801,10.99,155.72411502397438
10.52921205677864,10.62,109.54451150103323
10.308952660644293,10.99,83.66600265340756
10.858998997563564,14.59,50.0
10.933106969717286,10.99,70.71067811865476
12.460714863903755,5.99,167.33200530681512
9.574983485564092,5.79,44.721359549995796
10.757902880692196,7.66,122.47448713915891
10.46310334047155,12.84,77.45966692414834
10.858998997563564,6.03,83.66600265340756
10.404262840448617,13.22,94.6044396421225
10.950806546816688,14.27,42.42640687119285
10.778956289890028,10.99,56.568542494923804
11.06663836234181,10.99,100.0
10.645424897265505,15.27,122.47448713915891
9.893437216682626,16.29,60.207972893961475
11.608235644774552,7.51,165.22711641858305
10.933106969717286,10.65,118.32159566199232
11.635143097694478,10.99,97.97958971132712
9.814656338829513,14.74,34.64101615137755
10.657259354912508,12.98,70.71067811865476
10.736396675471232,15.7,114.0175425099138
11.049301442688533,14.38,158.11388300841898
11.082142548877775,11.99,67.08203932499369
11.156250521031495,7.29,77.45966692414834
10.596634733096073,10.99,69.2820323027551
11.57402056433004,10.99,141.4213562373095
11.082142548877775,7.49,100.0
10.571316925111784,7.49,46.9041575982343
12.563313429351322,12.99,122.47448713915891
11.033275458672687,13.23,38.72983346207417
11.56171562913966,7.14,77.45966692414834
9.623773649733524,7.51,40.0
11.249896979957104,14.84,122.47448713915891
10.858998997563564,7.49,81.24038404635961
10.4341158035983,8.9,77.45966692414834
11.350406535472453,10.99,92.19544457292888
10.491274217438248,9.99,67.08203932499369
10.308952660644293,10.95,54.772255750516614
10.239959789157341,7.68,63.245553203367585
10.308952660644293,14.74,74.16198487095663
10.933106969717286,10.37,74.83314773547883
11.302204433654575,15.31,100.0
11.156250521031495,7.51,109.54451150103323
10.175040243058024,11.49,81.24038404635961
11.238488619268468,5.99,94.86832980505137
10.412711894935144,10.99,74.16198487095663
11.289781913656018,11.14,70.71067811865476
10.545341438708522,10.99,97.97958971132712
10.915015734297125,5.99,74.16198487095663
11.198214720130528,15.27,74.83314773547883
10.896739325546411,11.83,77.45966692414834
10.858998997563564,12.69,94.86832980505137
10.645424897265505,6.17,43.87482193696061
10.985292722887856,17.99,122.47448713915891
10.491274217438248,14.61,97.97958971132712
11.461632170582678,13.72,48.98979485566356
11.461632170582678,7.9,63.245553203367585
11.440354772135393,11.11,126.49110640673517
11.385092093460344,11.71,126.49110640673517
11.512925464970229,8.49,77.45966692414834
10.858998997563564,7.88,80.0
10.477287975463508,10.99,120.41594578792295
12.196022309676673,14.22,155.72411502397438
10.51867319162636,10.99,64.8074069840786
10.968112078915977,10.37,74.83314773547883
10.914742949985987,10.99,77.45966692414834
11.115428526511241,6.03,126.49110640673517
11.982929094215963,7.88,131.90905958272918
11.385092093460344,18.84,158.11388300841898
10.491274217438248,7.51,109.54451150103323
10.778956289890028,12.18,100.0
10.47480602473094,10.99,70.71067811865476
11.542484267211773,13.49,63.245553203367585
10.714417768752456,13.16,61.644140029689765
10.388872283820167,8.49,66.332495807108
11.407564949312402,7.51,109.54451150103323
10.80181795903329,12.42,140.62361110425232
10.727662995502477,10.99,80.62257748298549
11.695247021764184,16.77,168.0773631397161
10.647803019670473,11.49,70.178344238091
9.864746724219698,10.65,94.20721840708386
11.84939770159144,11.71,173.20508075688772
10.778956289890028,11.86,63.245553203367585
10.308952660644293,15.27,89.02246907382428
11.018629143155449,15.62,54.772255750516614
11.082142548877775,11.49,60.0
10.126631103850338,14.17,44.721359549995796
10.645424897265505,7.49,144.9137674618944
11.429543856031177,11.26,122.47448713915891
10.225571051705241,8.9,77.45966692414834
11.002099841204238,13.49,118.84864324004712
10.645424897265505,12.53,109.43034314119645
10.450452222917992,16.4,103.07764064044152
11.231887935237117,10.99,109.54451150103323
11.248959919135764,5.79,80.62257748298549
11.461632170582678,10.99,158.11388300841898
10.985292722887856,14.96,134.16407864998737
10.950806546816688,12.68,64.8074069840786
10.714417768752456,11.11,70.71067811865476
10.828262194058594,7.49,64.8074069840786
10.126471091048971,9.25,77.45966692414834
10.714417768752456,13.49,128.16005617976296
10.59653472809574,14.11,70.71067811865476
10.422281345951296,12.53,123.4908903522847
10.687389096364537,7.05,69.2820323027551
11.512925464970229,10.99,154.91933384829667
11.136630734161844,9.33,109.54451150103323
11.350406535472453,7.4,66.332495807108
12.016726473799254,12.99,109.54451150103323
11.512925464970229,7.88,109.54451150103323
11.184421397998193,6.03,130.38404810405297
10.87804719253426,5.99,109.54451150103323
10.819778284410283,8.49,134.16407864998737
11.289781913656018,12.21,97.97958971132712
10.950806546816688,10.99,84.8528137423857
10.621327345686446,10.99,118.32159566199232
10.596634733096073,16.89,100.0
10.778956289890028,15.96,74.83314773547883
11.326595886778735,10.74,109.54451150103323
11.002099841204238,7.66,34.64101615137755
11.49272275765271,14.79,126.49110640673517
11.225243392518447,5.99,109.54451150103323
11.491190972824223,7.51,100.0
11.695247021764184,11.49,54.772255750516614
10.4341158035983,15.99,104.88088481701516
11.198214720130528,7.88,100.0
10.961277846683982,5.79,70.71067811865476
10.714417768752456,10.37,122.47448713915891
11.608235644774552,12.69,100.0
10.410305154904579,11.71,100.0
11.063978578250103,17.99,122.47448713915891
10.736396675471232,10.25,83.66600265340756
9.798127036878302,13.23,54.772255750516614
10.778956289890028,9.91,38.72983346207417
10.126631103850338,13.48,54.772255750516614
10.645424897265505,9.32,76.15773105863909
11.407564949312402,14.91,60.0
10.491274217438248,6.99,89.44271909999159
10.46310334047155,12.69,83.66600265340756
10.645424897265505,12.53,104.88088481701516
11.37366339763672,10.62,122.47448713915891
11.05089000537367,7.14,48.98979485566356
10.645424897265505,10.99,89.44271909999159
10.736396675471232,16.29,54.772255750516614
11.05089000537367,13.23,77.45966692414834
10.348173373797573,15.23,77.45966692414834
11.751942365440728,10.99,70.0
11.350406535472453,11.12,88.03408430829505
11.898187865760873,8.94,122.47448713915891
11.307130551990632,10.99,92.19544457292888
11.03488966402723,10.99,109.54451150103323
11.695247021764184,10.99,122.47448713915891
10.981897133886719,17.74,130.38404810405297
11.052919690200872,7.49,38.72983346207417
11.512925464970229,10.59,100.0
10.714417768752456,9.91,140.0
10.896739325546411,5.42,44.721359549995796
11.321401697411474,15.27,134.16407864998737
11.736069016284437,8.0,86.60254037844386
11.156250521031495,11.36,104.88088481701516
10.264791764858522,9.63,63.245553203367585
11.141861783579396,15.28,122.47448713915891
11.396391648714276,15.65,158.11388300841898
11.225243392518447,6.03,100.99504938362078
11.314474526246391,9.88,141.4213562373095
11.03488966402723,7.88,105.83005244258362
11.580584113444043,13.49,126.49110640673517
11.603679828238693,10.75,59.16079783099616
11.512925464970229,9.99,50.0
11.56171562913966,10.95,122.47448713915891
10.793454842740767,11.48,89.44271909999159
10.596634733096073,10.99,100.99504938362078
10.545341438708522,9.91,113.02654555457315
11.434963923500517,7.49,122.47448713915891
10.645424897265505,11.83,54.772255750516614
10.896739325546411,8.94,83.66600265340756
10.941925118168168,12.61,122.47448713915891
10.4341158035983,11.26,100.0
11.156250521031495,12.53,98.48857801796105
10.51867319162636,10.95,63.245553203367585
10.181119289134408,6.62,94.20721840708386
11.494068790119924,11.36,122.47448713915891
10.915088464214607,8.49,155.56349186104046
10.727662995502477,7.88,40.0
11.141861783579396,10.62,122.47448713915891
11.156250521031495,9.99,141.4213562373095
11.238488619268468,6.03,70.71067811865476
10.896739325546411,13.11,34.64101615137755
10.959609789583286,8.59,100.0
11.26446410567173,16.89,123.59207094308275
10.747207591575448,10.62,141.4213562373095
10.945529489715843,5.42,109.54451150103323
12.283033686666302,16.02,122.47448713915891
10.571316925111784,12.17,52.91502622129181
9.903487552536127,11.83,70.71067811865476
